Resource_Name;County;Longitude;Latitude;
Villa Lewaro;Westchester;-73.86400114;41.0431016;
Chaumont Railroad Station;Jefferson;-76.12920811;44.06717493;
Hyde Park Elementary School;Dutchess;-73.93616188;41.78691818;
Layman, Frank D., Memorial;Greene;-74.06479556;42.19016271;
Buffalo Gas Light Company Works;Erie;-78.88291199;42.88569868;
East 73rd Street Historic District;New York;-73.96091758;40.77078193;
United States Post Office-Yonkers;Westchester;-73.90178502;40.93503938;
Academy Street Historic District;Dutchess;-73.92828746;41.69661402;
Humphrey, Friend, House;Albany;-73.76319026;42.69209236;
Fuller Residence;Onondaga;-76.11080583;43.04539569;
Oblong Friends Meetinghouse;Dutchess;-73.54207984;41.57937721;
Gallatin Reformed Church and Cemetery;Columbia;-73.70315359;42.02018298;
Cowles, W.T., House;Warren;-73.6448781;43.3175259;
Judson Memorial Church, Campanile, and Judson Hall;New York;-73.99854103;40.73026837;
'Vesper Cliff';Tioga;-76.27888041;42.09844211;
Schultz 15-Sided Barn;Sullivan;-75.0533047;41.69748853;
Worcester Historic District;Otsego;-74.74956203;42.59191292;
LaGrange Farmstead;Albany;-73.8818278;42.65401744;
Harrison Radiator Corporation Factory;Niagara;-78.68766978;43.16922126;
Lynch Hotel;Columbia;-73.78644831;42.35417312;
Sampson Theatre;Yates;-77.05228576;42.66151017;
City Hall Subway Station (IRT);New York;-74.00662307;40.71257969;
Camp, Elisha, House;Jefferson;-76.11749346;43.94854947;
Simeon Robbins House (Miner's Cabin);Cattaraugus;-78.45602451;42.33786746;
John H. and Sarah Trumbull House;Ulster;-74.01718255;41.92411801;
Allen, Henry, House;Cayuga;-76.4207276;42.7129601;
William Barnet & Son Shoddy Mill;Rensselaer;-73.73227733;42.6592902;
Saint Luke's Episcopal Church;Queens;-73.84463104;40.71401348;
Schairer Dutch Barn;Albany;-73.84038894;42.75123376;
Harlem River Houses;New York;-73.93621212;40.82613702;
Mendon Presbyterian Church;Monroe;-77.5067462;42.99806973;
Lockport Industrial District;Niagara;-78.69103237;43.17379009;
Thomas S. Fagan & Mary Kate Fagan House;Rensselaer;-73.6716488;42.71757107;
Buffalo VA Hospital Historic District;Erie;-78.8122756;42.95094647;
American Fine Arts Society;New York;-73.98060183;40.76624118;
Guaranty Building (Prudential Building);Erie;-78.87677775;42.88308725;
Bloomingburg Reformed Protestant Dutch Church;Sullivan;-74.44289555;41.55607706;
Stuckman Cottage;Essex;-74.12432776;44.32741898;
Ithaca Downtown Historic District;Tompkins;-76.49811978;42.43968215;
Adams Commercial Historic District;Jefferson;-76.02419653;43.80882637;
Meetinghouse Green Road Cemtery;Herkimer;-75.16388132;42.91881758;
U.S. Customhouse;New York;-74.01374795;40.70404479;
Reed Street Historic District;Greene;-73.79643314;42.35174601;
United States Post Office-Inwood Station;New York;-73.92292905;40.86618433;
Fourth Ward School;Seneca;-76.78902971;42.91066386;
United States Post Office-Granville;Washington;-73.26007535;43.40727407;
LeDoux/Healey House;Orange;-74.01745542;41.42478616;
United States Post Office-Schenectady;Schenectady;-73.93901007;42.81491546;
Rosekrans, Enoch, House;Warren;-73.64167109;43.31016788;
Old St. Peter's Church;Westchester;-73.90021591;41.3140143;
Irwin Brothers Store;Jefferson;-75.97595421;44.11295881;
Yonkers Trolley Barn;Westchester;-73.90289654;40.93435381;
Hudson Almshouse;Columbia;-73.78684023;42.25257358;
RKO Keith's Theater;Queens;-73.83203644;40.76367442;
Foley Square Governmental Complex;New York;-74.00238078;40.71397892;
Uptown Theatre;Oneida;-75.2622301;43.08659982;
Schuyler County Courthouse Complex;Schuyler;-76.87094704;42.37694017;
High Falls Historic District;Ulster;-74.12688924;41.82665241;
West Brothers Knitting Co.;Onondaga;-76.18837399;43.05499193;
Union Chapel;Orange;-73.99940887;41.44310791;
Buffett, Joseph, House;Suffolk;-73.44490844;40.83824509;
West Stockholm Historic District;St. Lawrence;-74.90071533;44.71337239;
Edmund B. Hayes Hall;Erie;-78.82086636;42.95285954;
Pawling Hall;Montgomery;-74.15163638;42.97763703;
Simmons, Alton, Residence;Onondaga;-76.16649041;43.05277707;
146 East 38th Street, House at;New York;-73.97736968;40.74846532;
Bradley, Dan, House;Onondaga;-76.33954266;42.97611372;
A.T. House;Greene;-74.15362624;42.4111793;
Mader House;Dutchess;-73.90709371;41.70359795;
State Theater;Tompkins;-76.49956473;42.43925401;
Wilson House;Putnam;-73.94679048;41.37640168;
Field, Marshall III, Estate;Suffolk;-73.47088194;40.92955292;
Van Alen, John E., House;Rensselaer;-73.698162;42.6534726;
Broadway Historic District;Saratoga;-73.78240983;43.0888053;
Haskell School;Rensselaer;-73.67911586;42.75766844;
Lansingburgh Village Burial Ground;Rensselaer;-73.67944781;42.7646911;
Cary Building;New York;-74.0079618;40.71528981;
Amherst Avenue Historic District;Essex;-73.42556571;43.84394079;
1841 Goshen Courthouse;Orange;-74.32205906;41.40296215;
Fort Klock;Montgomery;-74.64926977;42.9855387;
North Creek Railroad Station Complex;Warren;-73.98916754;43.70304301;
Estabrook, Charles, Mansion;Onondaga;-76.02074555;43.02816897;
Jonathan Child House & Brewster-Burke House Historic District;Monroe;-77.61655257;43.15315129;
Fulton-Nassau Historic District;New York;-74.00783259;40.71025818;
Jonesville Store;Saratoga;-73.82336669;42.91022217;
Ashokan Field Campus;Ulster;-74.20145026;41.93013718;
Davis, Charles Homer, House;Suffolk;-73.45457654;40.89364474;
Granada Towers;Nassau;-73.66077838;40.58815526;
"Potsdam State Normal School; 2 building complex ";St. Lawrence;-74.98098211;44.6692377;
Haswell, Isaac M., House;Albany;-73.72565147;42.74854359;
Atwater-Stone House;Chautauqua;-79.57919742;42.31882773;
Cronkite, Jeremiah, House;Ontario;-77.39636287;42.9833778;
Oswegatchie Pumping Station;St. Lawrence;-75.49245596;44.69169124;
Whitmore, John T., House;Broome;-75.92150198;42.09891935;
Alexander Eustace House;Chemung;-76.79603247;42.08484349;
United States Post Office-Ilion;Herkimer;-75.0373733;43.01486658;
Acker and Evans Law Office;St. Lawrence;-75.49265359;44.69705829;
Old Lutheran Parsonage;Schoharie;-74.30836851;42.66158601;
Potter-Van Camp House;Steuben;-77.31927564;42.33748557;
First Lewis County Courthouse (Martinsburg Town Hall);Lewis;-75.4684643;43.73743342;
Kellogg, J. Francis, House;Livingston;-77.74879917;42.90689052;
Wing, Helen, House;Warren;-73.63774478;43.31059041;
Grace and Thomaston Buildings;Nassau;-73.72763818;40.78765004;
Halsey Valley Grand Army of the Republic Meeting Hall;Tioga;-76.44052698;42.14118066;
Babcock-Shattuck House (Former Jewish War Veterans Home);Onondaga;-76.11938471;43.04518649;
United States Post Office-Dansville;Livingston;-77.69416005;42.55970612;
Green-Wood Cemetery;Kings;-73.9904678;40.65218104;
Babylon Public Library;Suffolk;-73.32529653;40.69623609;
Oswego County Courthouse;Oswego;-76.50560876;43.45714939;
Montour Falls Union School;Schuyler;-76.84340615;42.34967925;
T.O. Castle & Son General Store;Orleans;-78.32513445;43.2075406;
Annas Farmhouse;Madison;-75.85532216;42.95600227;
The Meadows Farm Complex;Madison;-75.86080336;42.91697583;
Sheldon Farmhouse;Schenectady;-74.25538608;42.72415221;
Yorktown Heights Railroad Station;Westchester;-73.7797673;41.27167447;
Pioneer Cemetery;Delaware;-75.3937592;42.31655335;
Whitaker House;Yates;-77.01662628;42.70466277;
Brosemer Brewery-Seaway Supply Building;Oswego;-76.50315366;43.44578894;
North Blenheim Historic District;Schoharie;-74.45127617;42.46951751;
Ten Broeck Historic District;Albany;-73.75119262;42.65724454;
Hillig Castle;Sullivan;-74.73530401;41.8243968;
Shoecroft, Matthew, House;Oswego;-76.06156978;43.64216273;
Pilgrim's Progress Road Bridge;Dutchess;-73.87915234;41.93905066;
Azalea-Highland Park Terrace Historic District;Monroe;-77.60557767;43.12732079;
Anthony, Levi, Building;Jefferson;-76.33025709;44.12940274;
Lewis Avenue Congregational Church;Kings;-73.93538194;40.68614259;
Old Gravesend Cemetery;Kings;-73.97455795;40.59460944;
Webster Baptist Church;Monroe;-77.43081573;43.21052517;
Wilber, George I. Residence;Otsego;-75.06198164;42.45580481;
Gates Homestead;Warren;-73.66777502;43.53778472;
Erste Deutsche Evangelische Kirche;Chemung;-76.79812013;42.09022686;
Prevost Manor House;Greene;-74.05023765;42.41379904;
Ford, Charles, House;Jefferson;-75.97143894;44.1934803;
Shadowcliff;Rockland;-73.91561782;41.10893053;
House at 115 South Main Street;Madison;-75.75541647;43.0785984;
West Cayuga Street, House at 31;Cayuga;-76.4252051;42.7136497;
Parkside Subdivision (East) Historic District;Erie;-78.8489683;42.93690393;
German Evangelical Lutheran St. John's Church;Kings;-73.94274984;40.7112261;
Third Methodist Episcopal Church of Sodus;Wayne;-77.06563248;43.23658093;
North Broad Street Historic District;Chenango;-75.52442056;42.53655513;
Campbell-Taylor, Harriet, House;Chautauqua;-79.57382482;42.31445739;
Chevalier, Xavier, House;Jefferson;-76.24366759;44.16022347;
Leis Cottage;Franklin;-74.14840081;44.31978067;
181st Street Subway Station (Dual System IRT);New York;-73.93356017;40.84956286;
Former Reformed Mennonite Church;Erie;-78.75958902;42.96083455;
John S. Tilley Ladders Company;Albany;-73.70920281;42.70805797;
Smith's, Paul, Hotel Cottages;Franklin;-74.25675084;44.43446702;
U.S. Customs House;St. Lawrence;-75.49740023;44.69733102;
First United Methodist Church;Herkimer;-75.03892779;43.01374825;
First Presbyterian Church of Delhi;Delaware;-74.92253813;42.27430932;
Firthcliffe Firehouse;Orange;-74.04512726;41.44381817;
Green, Nathan and Clarissa, House;Oswego;-76.51987245;43.45615556;
Webster Grange No. 436;Monroe;-77.42822287;43.21297416;
THOMSON FAMILY FARM;Delaware;-74.67347551;42.26646962;
St. Benedict Joseph Labre Parish;Queens;-73.82887826;40.69277444;
Main Street Historic District;Niagara;-79.05244712;43.10428101;
Buffalo City Hall;Erie;-78.87930716;42.88661905;
Palmer-Lewis Estate;Westchester;-73.61797707;41.23075991;
Cedar Lake Methodist Episcopal Church;Herkimer;-75.18001142;42.95833254;
Clifton Park Center Baptist Church and Cemetery;Saratoga;-73.8306617;42.85886398;
Wagener, H. Allen, House;Yates;-77.09253475;42.62109163;
H.M. Quackenbush Factory;Herkimer;-74.98890622;43.02686845;
Tarrytown Lighthouse;Westchester;-73.8742388;41.08405002;
Dederer Stone House 'Stonehurst';Rockland;-73.92170948;41.03178188;
Morgan, J. P., & Co. Building;New York;-74.01050794;40.70676289;
Grace Episcopal Church Complex;Queens;-73.80135746;40.70404574;
Chappell Farmhouse;Madison;-75.85639034;42.9477622;
St. Theresa's Roman Catholic Church and School Complex;Erie;-78.81195547;42.8580831;
Black and White Farm Barn;Livingston;-77.80833721;42.66670616;
Tracy Memorial Village Hall Complex;Columbia;-73.59463838;42.36357569;
Niagara Lithograph Company;Erie;-78.90055428;42.9121447;
Immaculate Conception Roman Catholic Church Complex;Monroe;-77.61720893;43.14663054;
Central School;Essex;-73.42329253;43.84478197;
Thomson Meter Company Building;Kings;-73.98523832;40.70116576;
Greenwich Savings Bank;New York;-73.98715114;40.75146519;
Baptist Temple Building;Monroe;-77.60430821;43.15824375;
Belcher-Holden Farm;Tioga;-76.20461525;42.19080447;
Cobblestone Manor;Ontario;-77.29139765;42.9032104;
Glebe House;Dutchess;-73.91183217;41.69855731;
Van Cortlandtville School (Common District School No. 10);Westchester;-73.89990844;41.31246915;
Zion Episcopal Church;Westchester;-73.87329426;41.01532961;
Sutherland, Daniel, House;Orange;-74.03771779;41.43244611;
United States Post Office-Waterloo;Seneca;-76.8625431;42.90433986;
Hanford Mill;Delaware;-74.88331271;42.42222859;
Old Homer Village Historic District;Cortland;-76.17913593;42.63684816;
Red Mill Farm;Oswego;-76.14599108;43.42491625;
Hunziker Residence;Onondaga;-76.17053744;43.02300633;
Stewart Cobblestone House;Monroe;-77.55718383;43.03296425;
Floyd Bennet Field Historic District;Kings;-73.89152363;40.59137015;
Johnson City Square Deal Arch;Broome;-75.94556443;42.11142243;
Brecknock Hall;Suffolk;-72.36285506;41.11678389;
Earl, Gardner, Memorial Chapel and Crematorium;Rensselaer;-73.67134668;42.7556;
White/Pound House;Niagara;-78.69134649;43.16659204;
Eastman Cottage;Nassau;-73.65408498;40.80276524;
First United Methodist Church;Fulton;-74.34618181;43.05205389;
Cayuga County Courthouse;Cayuga;-76.56885558;42.9298478;
207th Street Yard - Signal Service Building and Tower B (IND);New York;-73.91313439;40.86835467;
DuBois-Kierstede Stone House;Ulster;-73.94943624;42.07941088;
John Green House;Rockland;-73.91604115;41.09033075;
Appeldoorn Farm;Ulster;-74.21496654;41.79971076;
Gumaer Cemetery;Orange;-74.61418826;41.4368357;
Port Gibson United Methodist Church;Ontario;-77.15622381;43.03685877;
Coty Building;New York;-73.97493595;40.76221916;
Gilbert, Elisha, House;Columbia;-73.4291091;42.46882016;
General William A. Mills House;Livingston;-77.87522211;42.72690109;
Montauk Tennis Auditorium;Suffolk;-71.95067795;41.05026841;
Guilford Center Presbyterian Church;Chenango;-75.4642477;42.406291;
Tall Maples Miniature Golf Course;Monroe;-77.54661781;43.22850415;
St. Michael's Church Complex;New York;-73.96928585;40.79646197;
Old Colony Club;New York;-73.98490043;40.74558234;
Clermont Academy;Columbia;-73.82559642;42.08680955;
Oswego-Oneida Streets Historic District;Onondaga;-76.33479595;43.16157791;
St. Mark's Evangelical Lutheran Church;Schoharie;-74.33491857;42.599105;
Southfield Furnace Ruin;Orange;-74.18212562;41.25373273;
Erasmus Hall Academy;Kings;-73.9571674;40.64960698;
St. Mary's Chapel;Nassau;-73.60948086;40.75103615;
Parker, Thomas E., House;Dutchess;-73.93412862;41.78824309;
Stowell House;Chemung;-76.80208667;42.09279001;
Hastings Farmstead;Franklin;-74.51393368;44.76515356;
Rochelle Park-Rochelle Heights Historic District;Westchester;-73.77988346;40.92262226;
Old Saratoga Reformed Church;Saratoga;-73.58421103;43.09853461;
Citizens National Bank;Erie;-78.66758818;42.50883306;
Mount Adams Fire Observation Station;Essex;-74.03692066;44.08176132;
Pioneer Building;Westchester;-73.78200128;40.90931948;
Potter Place Historic District;Monroe;-77.44669487;43.09664609;
The Huntington Building;Seneca;-76.80552314;42.9099253;
First Methodist Episcopal Church of Nyack;Rockland;-73.91746506;41.10362037;
Charles Chauncey Dwight House;Cayuga;-76.56790319;42.94154284;
Spanish-American War Monument to the 71st Regiment;Westchester;-73.86045848;40.98841012;
Beacon Theater and Hotel;New York;-73.98084918;40.78051819;
St. Barnabas Episcopal Church;Rensselaer;-73.68256139;42.74611319;
Fifth Street, Building at 115;Nassau;-73.63475554;40.72247649;
Moses, Zebulon, Farmhouse;Livingston;-77.59236419;42.86530497;
Union Street Historic District;Dutchess;-73.93354222;41.70378395;
Morris Park Station (IRT);Bronx;-73.86045734;40.85441335;
Utica Parks and Parkway Historic District;Oneida;-75.23110237;43.07829116;
Reynolds, George, House;Jefferson;-76.26106986;44.16375774;
Delphi Village School;Onondaga;-75.91473315;42.87642162;
Old Nassau County Courthouse;Nassau;-73.63985272;40.7379272;
High-Locust Streets Historic District;Niagara;-78.68634705;43.16465317;
Conklin Town Hall;Broome;-75.80430236;42.04953162;
United States Post Office-Poughkeepsie;Dutchess;-73.92771168;41.70743242;
Swortz, William, House;Yates;-76.97602512;42.54829656;
Staats, Joachim, House And Gerrit Staats Ruin;Rensselaer;-73.74884638;42.57075177;
Buffalo Public School # 92 (PS 92);Erie;-78.82636805;42.90871374;
Old Quaker Meetinghouse;Queens;-73.83016126;40.76281184;
Poillon-Sequine-Britton House;Richmond;-74.13988265;40.54561531;
Green, Joseph, Farmhouse;Schenectady;-74.17820666;42.82888104;
Wright, Roswell, House;Otsego;-75.30990082;42.32563759;
Vernooy-Bevier Stone House and Barns;Ulster;-74.35326317;41.75847638;
Mappa Hall;Oneida;-75.18924028;43.27317399;
DuBois, Hendrikus, House;Ulster;-74.14852739;41.72105194;
Brykill;Ulster;-74.21625088;41.66526281;
United States Post Office-Middleburgh;Schoharie;-74.33390482;42.59813181;
Saint Lawrence University-Old Campus Historic District;St. Lawrence;-75.16324574;44.59096178;
Mexico Village Historic District;Oswego;-76.22879462;43.45835023;
Colden Mansion Ruins;Orange;-74.13271527;41.5270403;
Sweetland Farmhouse;Madison;-75.84560075;42.91467891;
Congregation Bnai Israel Synagogue;Delaware;-74.53318037;42.1555384;
University Club;Monroe;-77.59969086;43.1557205;
Old Hartwick Village Cemetery;Otsego;-75.06053857;42.6485004;
Vassar, Matthew, Estate (Springside);Dutchess;-73.92708701;41.68924401;
Public Bath House #4;Westchester;-73.89231189;40.93098854;
Lower East Side Historic District (Boundary Increase);New York;-73.98494771;40.7131989;
Daniel Supplee Cobblestone Farmhouse;Yates;-76.97246716;42.55064105;
Broome County Courthouse;Broome;-75.91084161;42.09787796;
Attlebury School House;Dutchess;-73.66803149;41.91928546;
Niagara Falls Schools Administration Building;Niagara;-79.05524835;43.0927104;
Fraunces Tavern Block;New York;-74.01104866;40.70336667;
Faith Missionary Baptist Church;Erie;-78.84277143;42.91796489;
Wright Settlement Cemetery;Oneida;-75.40812658;43.24906403;
Lowville Masonic Temple;Lewis;-75.49110519;43.78608463;
Irwin, W. P., Bank Building;Rensselaer;-73.74704746;42.63835273;
Hilton Avenue, Building at 112;Nassau;-73.64008436;40.72732582;
Port Jefferson Village Historic District;Suffolk;-73.06574774;40.9471934;
Riverside-West 105th Street Historic District;New York;-73.96988821;40.80144632;
Masury Estate Ballroom;Suffolk;-72.80731714;40.78244653;
House at 9 Locust Place;Nassau;-73.65075966;40.84454012;
Substation #17 (IRT);New York;-73.92624403;40.86005771;
Thompson, Alexander, House;Orange;-74.33599612;41.56793153;
Peekskill Presbyterian Church;Westchester;-73.92404679;41.28875027;
Nott Memorial Hall, Union College;Schenectady;-73.9299311;42.81729411;
Ferguson, Dr. James, Office;Warren;-73.63892408;43.31065266;
Hunterfly Road Historic District;Kings;-73.92609063;40.67446518;
Willet Titus House;Nassau;-73.64701146;40.80303408;
St. Paul's R.C. Church;Erie;-78.87135041;42.96392063;
Whedon???Schumacher House;Onondaga;-76.15686948;43.04145546;
Oulagisket;Putnam;-73.93603138;41.37616874;
Monfort Cemetery;Nassau;-73.68200861;40.83113468;
Neversink Valley Grange No. 1530;Orange;-74.63197937;41.42025994;
Douglaston Hill Historic District;Queens;-73.74495939;40.76738197;
Entranceway at Main Street at Westfield and Ivyhurst Road;Erie;-78.80072568;42.96453455;
First Congregational Church;Franklin;-74.28729575;44.84898799;
Owl's Nest (Eggleston, Edward, Estate);Warren;-73.65455583;43.44381309;
Mathewson-Bice Farmhouse and Mathewson Family Cemetery;Otsego;-74.98184543;42.69395528;
"Porter, Rev. Dr. Elbert, House (Oakledge"")""";Columbia;-73.73531724;42.22107529;
USS EDSON;New York;-74.00102931;40.76558111;
Pastures Historic District;Albany;-73.75402067;42.64386468;
Moore, J.W., House;Dutchess;-73.92517292;41.9084063;
MacDonald Farm;Delaware;-74.86216158;42.35433766;
Apollo Theater;New York;-73.94984383;40.8101533;
Dutchess County Court House;Dutchess;-73.9292986;41.7039633;
Nathan Wild House;Columbia;-73.67926807;42.41418552;
Richardson, William, House;Cayuga;-76.679275;42.88447722;
Main Street Historic District;Delaware;-74.56202826;42.28946722;
Usonia Historic Distrcit;Westchester;-73.74798304;41.12721683;
Flat Rock Camp;Essex;-73.36860349;44.37632976;
Belden Street, House at 175;Bronx;-73.78175029;40.83873231;
Spring House;Sullivan;-74.91939767;41.47807619;
Wall Street Historic District;New York;-74.01094412;40.70657954;
Seneca County Courthouse Complex at Ovid;Seneca;-76.82186721;42.67683587;
Joubert and White Building;Warren;-73.64006787;43.30961824;
Hertlein and Schlatter Silk Trimmings Factory;Bronx;-73.9159434;40.8142395;
Sherman Farm;Rensselaer;-73.5091035;42.85639016;
Central Park West Historic District;New York;-73.97354507;40.78094766;
West Neck Road Historic District;Suffolk;-73.43291752;40.87344787;
Flatlands Dutch Reformed Church;Kings;-73.93651474;40.62384257;
Stonewall;New York;-74.00073931;40.73387711;
Mackay Estate Dairyman's Cottage;Nassau;-73.62568966;40.800673;
Rippleton Schoolhouse;Madison;-75.86301499;42.92083809;
Highland Park Historic District;Essex;-74.1247198;44.33477021;
St. Patrick's Cathedral;New York;-73.97615708;40.75851352;
Bellinger-Dutton House;Schoharie;-74.33464324;42.60382544;
Belmont Hotel;Allegany;-78.03298432;42.22359081;
Goodwill Theatre;Broome;-75.9551526;42.11391731;
Marshall D. Bice House;Schoharie;-74.31607375;42.66129141;
Buffalo Smelting Works;Erie;-78.90606147;42.93611295;
State Street Historic District;Monroe;-77.61488612;43.15767166;
Blessed Trinity Roman Catholic Church Buildings;Erie;-78.83395842;42.93238511;
Young Men's Christian Association;Dutchess;-73.93015513;41.70251239;
Glen Avenue, House at 285;Nassau;-73.64684068;40.84657452;
Camp Pine Knot;Hamilton;-74.62327424;43.82139649;
Bevier Stone House;Ulster;-74.10248767;41.89034125;
Smith-Rourke House;Suffolk;-72.97823888;40.76176243;
New York Stock Exchange;New York;-74.01146108;40.70662325;
Church of St. John in the Wilderness;Columbia;-73.51831728;42.12086591;
Philadelphia Toboggan Company Carousel No. 15;Rockland;-73.95582064;41.09657303;
Mathews, David, House;Rensselaer;-73.27492694;42.94075757;
Lampman, William, House;Greene;-73.87206817;42.2121521;
Paine, Thomas, Cottage;Westchester;-73.7912404;40.93406298;
Pangburn, Stephen, House;Albany;-73.98217668;42.74404037;
Smith Cottage;Franklin;-74.13938735;44.32142484;
United States Post Office-Seneca Falls;Seneca;-76.79784683;42.91163313;
The Church-in-the-Gardens;Queens;-73.84129658;40.71644378;
Emma Flower Taylor Mansion;Jefferson;-75.9175672;43.97225647;
Somers Town House (Elephant Hotel);Westchester;-73.68585404;41.32890888;
New England Congregational Church and Rectory;Kings;-73.96188112;40.70870488;
Empire Stove Works;Rensselaer;-73.69452391;42.72046281;
Ferndale School;Sullivan;-74.74106568;41.77675327;
Audubon Terrace Historic District;New York;-73.94659611;40.83355545;
State and Eagle Streets Historic District;Livingston;-77.87797113;42.7253954;
Eberhardt Mansion;Erie;-78.8702441;42.95907618;
Smith, Gerritt, Estate;Madison;-75.68637843;42.96811953;
Lebanon Springs Union Free School;Columbia;-73.38235926;42.4743707;
Knickerbocker Field Club;Kings;-73.96349727;40.64772862;
Selkirk Lighthouse;Oswego;-76.20211199;43.57401073;
BACON-HARDING FARM;Orleans;-78.19273708;43.27128968;
Lakeview Avenue Historic District;Chautauqua;-79.23757187;42.11097967;
Longue Vue Island;Jefferson;-75.94068216;44.32192837;
Perry Downtown Historic District;Wyoming;-78.00260264;42.71835223;
Benner House;Dutchess;-73.90966244;41.9208396;
Hilton Avenue, Building at 45;Nassau;-73.6371379;40.72232707;
Wilbur House;Monroe;-77.43949117;43.09410514;
Niagara Falls City Hall;Niagara;-79.05503363;43.09564034;
Collins, Nathaniel Bishop, House;Tioga;-76.18380826;42.31110234;
Sidewalk Clock at 161-11 Jamaica Avenue, New York;Queens;-73.79792512;40.70408828;
New Paltz Downtown Historic District;Ulster;-74.0863053;41.7481481;
Harlem Savings Bank;New York;-73.93794921;40.80429636;
Southworth House;Tompkins;-76.29706106;42.49202723;
Pruyn, Casparus F., House;Albany;-73.77776936;42.73202052;
Union Chapel;Greene;-74.24501337;42.35299831;
Greenwich Village Historic District;New York;-74.00173543;40.73468767;
Brand, John, Jr., House;Chemung;-76.79688891;42.0853216;
United States Post Office-Medina;Orleans;-78.3884953;43.2206485;
Poughkeepsie Railroad Station;Dutchess;-73.93766148;41.70707595;
Pentecostal Holy Temple Church of Jesus Christ;Chemung;-76.80825937;42.10736203;
Stower, Asa, House;Warren;-73.62015115;43.34801322;
Osceola Town Hall/Former Methodist Church;Lewis;-75.72228067;43.50109734;
South Main Street, Residence at 203;Madison;-75.75547823;43.07811397;
United States Post Office-Jackson Heights Station;Queens;-73.88751813;40.74916206;
Substation #401 (BMT);Kings;-73.88243813;40.68040582;
Ravina;Delaware;-75.20782169;41.87110278;
Lackmann, J. Leonard, House;Albany;-73.70567528;42.77115814;
Church of the Holy Communion and Buildings;New York;-73.99363032;40.74103924;
Elm Street Stone Arch Bridge;Ulster;-74.47969606;42.13346448;
Twenty-third Regiment Armory;Kings;-73.95382362;40.67843735;
Union Station;Oneida;-75.22233501;43.10407631;
Fourteenth Ward Industrial School;New York;-73.99442578;40.7235482;
Eaton Family Home/Jewish Center of Norwich;Chenango;-75.52404527;42.52731069;
High Pumping Station;Bronx;-73.88676298;40.8783117;
Elliot-Buckley House;Ulster;-73.97151733;41.59700726;
Pinckney Corner???s Cemetery;Lewis;-75.72475368;43.86757168;
Valentine, Philip, House;Suffolk;-73.38908655;40.81844928;
St. Augustine's Chapel;New York;-73.98312495;40.71366206;
First Presbyterian Church of Ulysses;Tompkins;-76.65860579;42.54142032;
First Congregational Church of New Village;Suffolk;-73.10979657;40.86021174;
South Fallsburg Hebrew Association;Sullivan;-74.63038535;41.70701122;
Union Mill Complex;Saratoga;-73.85062209;43.00876837;
Smith, Stephen and Charles, House;Nassau;-73.64576586;40.81311661;
Springwood Manor;Albany;-73.75854578;42.71427752;
Untermyer Park;Westchester;-73.88764113;40.96600187;
United Methodist Church;St. Lawrence;-75.64605441;44.5861485;
Town Line (Lenticular Truss) Bridge;Cortland;-75.88267718;42.56591215;
St. Peter's Church;Albany;-73.75401315;42.65097736;
Packard Motor Car Showroom;Erie;-78.86569498;42.90972382;
Williams, John S., House and Farm;Columbia;-73.58557949;42.43845964;
Whitney Mansion;Niagara;-79.05831461;43.08151891;
Rail & Titsworth Canal Warehouse;Allegany;-78.12591713;42.34266695;
Hilton, Adam, House;Albany;-74.03843164;42.69180354;
Hornell Public Library;Steuben;-77.65746066;42.32821237;
Scott, R. and W., Ice Company Powerhouse and Ice House Site;Columbia;-73.78845096;42.35753219;
Colden Hill Farm;Orange;-74.13020783;41.5403809;
Solomon Resnick House;Westchester;-73.78610379;41.18545113;
Church of St. John The Evangelist;Columbia;-73.74732931;42.3081629;
Long Island National Cemetery;Suffolk;-73.39662588;40.75749881;
Fried, Samson, Estate;Essex;-73.71451868;43.87539869;
Stevens, John, House;Westchester;-73.83596876;40.90424002;
Ellenberger Cottage;Franklin;-74.13713137;44.3320705;
United States Post Office-Long Island City;Queens;-73.94861871;40.74572445;
American Radiator Company - Malleable Foundry;Erie;-78.87509986;42.94540766;
Fallon Cottage Annex;Essex;-74.12576441;44.32722884;
Whitman, Joseph, House;Suffolk;-73.42199171;40.82082275;
Cold Spring Harbor Laboratory;Nassau;-73.46918443;40.86106252;
Sannick Family Farm;Chenango;-75.61227265;42.39214653;
Warburg, Felix M., Mansion;New York;-73.95718885;40.78541161;
Erie Railroad Station;Orange;-74.69162689;41.37232951;
Sahler Stone House and Dutch Barn;Ulster;-74.19560251;41.82503842;
Fleischmann, Gustav & Marion, House;Westchester;-73.91227956;41.2867217;
Halliock Inn;Suffolk;-73.17974276;40.85639168;
Oakley, John, House;Suffolk;-73.42491128;40.80894534;
Garrett Residence;Onondaga;-76.13896378;43.05798965;
JOHN A. LYNCH (ferryboat);New York;-74.00187576;40.70518244;
Brotherhood Winery;Orange;-74.16204339;41.43205574;
House at 326 North Peterboro Street;Madison;-75.74939835;43.0844547;
Queen's Castle;Seneca;-76.88156376;42.55162969;
Pearl Street Schoolhouse;Ulster;-74.27673511;41.65576186;
House at 205 North Main Street;Madison;-75.75514714;43.08155666;
Allan Herschell Carousel Factory (Boundary Increase);Niagara;-78.87282622;43.03025785;
St. James Firehouse;Suffolk;-73.15870389;40.8876042;
Hill Cottage;Essex;-74.12491751;44.32705846;
Arbor Hill Historic District;Albany;-73.75211728;42.65768034;
